"Time","C {instance=""54.146.199.131:15692"", job=""amazonmq-rabbitmq""}"
2025-04-08 21:02:00,0
2025-04-08 21:02:01,0
2025-04-08 21:02:02,0
2025-04-08 21:02:03,0
2025-04-08 21:02:04,0.00942
2025-04-08 21:02:05,0.00949
2025-04-08 21:02:06,0.00955
2025-04-08 21:02:07,0.00962
2025-04-08 21:02:08,0.00968
2025-04-08 21:02:09,0.00975
2025-04-08 21:02:10,0.00982
2025-04-08 21:02:11,0.00988
2025-04-08 21:02:12,0.00995
2025-04-08 21:02:13,0.0100
2025-04-08 21:02:14,0.0101
2025-04-08 21:02:15,0.0101
2025-04-08 21:02:16,0.0102
2025-04-08 21:02:17,0.0103
2025-04-08 21:02:18,0.0103
2025-04-08 21:02:19,18.5
2025-04-08 21:02:20,18.6
2025-04-08 21:02:21,18.7
2025-04-08 21:02:22,18.8
2025-04-08 21:02:23,19.0
2025-04-08 21:02:24,19.1
2025-04-08 21:02:25,19.2
2025-04-08 21:02:26,19.3
2025-04-08 21:02:27,19.5
2025-04-08 21:02:28,19.6
2025-04-08 21:02:29,19.7
2025-04-08 21:02:30,19.8
2025-04-08 21:02:31,19.9
2025-04-08 21:02:32,20.1
2025-04-08 21:02:33,20.2
2025-04-08 21:02:34,47.4
2025-04-08 21:02:35,47.7
2025-04-08 21:02:36,48.0
2025-04-08 21:02:37,48.3
2025-04-08 21:02:38,48.6
2025-04-08 21:02:39,48.9
2025-04-08 21:02:40,49.1
2025-04-08 21:02:41,49.4
2025-04-08 21:02:42,49.7
2025-04-08 21:02:43,50.0
2025-04-08 21:02:44,50.3
2025-04-08 21:02:45,50.6
2025-04-08 21:02:46,50.9
2025-04-08 21:02:47,51.1
2025-04-08 21:02:48,51.4
2025-04-08 21:02:49,82.1
2025-04-08 21:02:50,82.5
2025-04-08 21:02:51,83.0
2025-04-08 21:02:52,83.4
2025-04-08 21:02:53,83.9
2025-04-08 21:02:54,84.3
2025-04-08 21:02:55,84.8
2025-04-08 21:02:56,85.3
2025-04-08 21:02:57,85.7
2025-04-08 21:02:58,86.2
2025-04-08 21:02:59,86.6
2025-04-08 21:03:00,87.1
2025-04-08 21:03:01,87.5
2025-04-08 21:03:02,88.0
2025-04-08 21:03:03,88.4
2025-04-08 21:03:04,113
2025-04-08 21:03:05,114
2025-04-08 21:03:06,114
2025-04-08 21:03:07,115
2025-04-08 21:03:08,116
2025-04-08 21:03:09,116
2025-04-08 21:03:10,117
2025-04-08 21:03:11,117
2025-04-08 21:03:12,118
2025-04-08 21:03:13,119
2025-04-08 21:03:14,119
2025-04-08 21:03:15,120
2025-04-08 21:03:16,120
2025-04-08 21:03:17,121
2025-04-08 21:03:18,121
2025-04-08 21:03:19,135
2025-04-08 21:03:20,136
2025-04-08 21:03:21,136
2025-04-08 21:03:22,137
2025-04-08 21:03:23,138
2025-04-08 21:03:24,138
2025-04-08 21:03:25,139
2025-04-08 21:03:26,140
2025-04-08 21:03:27,140
2025-04-08 21:03:28,141
2025-04-08 21:03:29,141
2025-04-08 21:03:30,142
2025-04-08 21:03:31,143
2025-04-08 21:03:32,143
2025-04-08 21:03:33,144
2025-04-08 21:03:34,143
2025-04-08 21:03:35,143
2025-04-08 21:03:36,144
2025-04-08 21:03:37,145
2025-04-08 21:03:38,145
2025-04-08 21:03:39,146
2025-04-08 21:03:40,146
2025-04-08 21:03:41,147
2025-04-08 21:03:42,148
2025-04-08 21:03:43,148
2025-04-08 21:03:44,149
2025-04-08 21:03:45,150
2025-04-08 21:03:46,150
2025-04-08 21:03:47,151
2025-04-08 21:03:48,151
2025-04-08 21:03:49,150
2025-04-08 21:03:50,151
2025-04-08 21:03:51,152
2025-04-08 21:03:52,152
2025-04-08 21:03:53,153
2025-04-08 21:03:54,154
2025-04-08 21:03:55,154
2025-04-08 21:03:56,155
2025-04-08 21:03:57,155
2025-04-08 21:03:58,156
2025-04-08 21:03:59,157
2025-04-08 21:04:00,157
