"Time","{instance=""54.146.199.131:15692"", job=""amazonmq-rabbitmq""}","{instance=""54.146.199.131:15692"", job=""amazonmq-rabbitmq""}","B {instance=""54.146.199.131:15692"", job=""amazonmq-rabbitmq""}"
2025-04-08 21:31:00,0,0,NaN
2025-04-08 21:31:01,0,0,NaN
2025-04-08 21:31:02,0,0,NaN
2025-04-08 21:31:03,0,0,NaN
2025-04-08 21:31:04,0,0,NaN
2025-04-08 21:31:05,0,0,NaN
2025-04-08 21:31:06,0,0,NaN
2025-04-08 21:31:07,0,0,NaN
2025-04-08 21:31:08,0,0,NaN
2025-04-08 21:31:09,0,0,NaN
2025-04-08 21:31:10,0,0,NaN
2025-04-08 21:31:11,0,0,NaN
2025-04-08 21:31:12,0,0,NaN
2025-04-08 21:31:13,0,0,NaN
2025-04-08 21:31:14,0,0,NaN
2025-04-08 21:31:15,0,0,NaN
2025-04-08 21:31:16,0,0,NaN
2025-04-08 21:31:17,0,0,NaN
2025-04-08 21:31:18,0,0,NaN
2025-04-08 21:31:19,0,0,NaN
2025-04-08 21:31:20,0,0,NaN
2025-04-08 21:31:21,0,0,NaN
2025-04-08 21:31:22,0,0,NaN
2025-04-08 21:31:23,0,0,NaN
2025-04-08 21:31:24,0,0,NaN
2025-04-08 21:31:25,0,0,NaN
2025-04-08 21:31:26,0,0,NaN
2025-04-08 21:31:27,0,0,NaN
2025-04-08 21:31:28,0,0,NaN
2025-04-08 21:31:29,0,0,NaN
2025-04-08 21:31:30,0,0,NaN
2025-04-08 21:31:31,0,0,NaN
2025-04-08 21:31:32,0,0,NaN
2025-04-08 21:31:33,0,0,NaN
2025-04-08 21:31:34,0.526,0,∞
2025-04-08 21:31:35,0.538,0,∞
2025-04-08 21:31:36,0.549,0,∞
2025-04-08 21:31:37,0.560,0,∞
2025-04-08 21:31:38,0.572,0,∞
2025-04-08 21:31:39,0.583,0,∞
2025-04-08 21:31:40,0.595,0,∞
2025-04-08 21:31:41,0.606,0,∞
2025-04-08 21:31:42,0.618,0,∞
2025-04-08 21:31:43,0.629,0,∞
2025-04-08 21:31:44,0.641,0,∞
2025-04-08 21:31:45,0.652,0,∞
2025-04-08 21:31:46,0.664,0,∞
2025-04-08 21:31:47,0.675,0,∞
2025-04-08 21:31:48,0.687,0,∞
2025-04-08 21:31:49,2.38,0,∞
2025-04-08 21:31:50,2.43,0,∞
2025-04-08 21:31:51,2.48,0,∞
2025-04-08 21:31:52,2.53,0,∞
2025-04-08 21:31:53,2.58,0,∞
2025-04-08 21:31:54,2.63,0,∞
2025-04-08 21:31:55,2.69,0,∞
2025-04-08 21:31:56,2.74,0,∞
2025-04-08 21:31:57,2.79,0,∞
2025-04-08 21:31:58,2.84,0,∞
2025-04-08 21:31:59,2.89,0,∞
2025-04-08 21:32:00,2.95,0,∞
2025-04-08 21:32:01,3.00,0,∞
2025-04-08 21:32:02,3.05,0,∞
2025-04-08 21:32:03,3.10,0,∞
2025-04-08 21:32:04,4.04,0,∞
2025-04-08 21:32:05,4.13,0,∞
2025-04-08 21:32:06,4.21,0,∞
2025-04-08 21:32:07,4.30,0,∞
2025-04-08 21:32:08,4.39,0,∞
2025-04-08 21:32:09,4.48,0,∞
2025-04-08 21:32:10,4.57,0,∞
2025-04-08 21:32:11,4.66,0,∞
2025-04-08 21:32:12,4.74,0,∞
2025-04-08 21:32:13,4.83,0,∞
2025-04-08 21:32:14,4.92,0,∞
2025-04-08 21:32:15,5.01,0,∞
2025-04-08 21:32:16,5.10,0,∞
2025-04-08 21:32:17,5.18,0,∞
2025-04-08 21:32:18,5.27,0,∞
2025-04-08 21:32:19,5.40,0,∞
2025-04-08 21:32:20,5.51,0,∞
2025-04-08 21:32:21,5.62,0,∞
2025-04-08 21:32:22,5.72,0,∞
2025-04-08 21:32:23,5.83,0,∞
2025-04-08 21:32:24,5.94,0,∞
2025-04-08 21:32:25,6.04,0,∞
2025-04-08 21:32:26,6.15,0,∞
2025-04-08 21:32:27,6.26,0,∞
2025-04-08 21:32:28,6.36,0,∞
2025-04-08 21:32:29,6.40,0,∞
2025-04-08 21:32:30,6.40,0,∞
2025-04-08 21:32:31,6.40,0,∞
2025-04-08 21:32:32,6.40,0,∞
2025-04-08 21:32:33,6.40,0,∞
2025-04-08 21:32:34,5.78,0,∞
2025-04-08 21:32:35,5.78,0,∞
2025-04-08 21:32:36,5.78,0,∞
2025-04-08 21:32:37,5.78,0,∞
2025-04-08 21:32:38,5.78,0,∞
2025-04-08 21:32:39,5.78,0,∞
2025-04-08 21:32:40,5.78,0,∞
2025-04-08 21:32:41,5.78,0,∞
2025-04-08 21:32:42,5.78,0,∞
2025-04-08 21:32:43,5.78,0,∞
2025-04-08 21:32:44,5.78,0,∞
2025-04-08 21:32:45,5.78,0,∞
2025-04-08 21:32:46,5.78,0,∞
2025-04-08 21:32:47,5.78,0,∞
2025-04-08 21:32:48,5.78,0,∞
2025-04-08 21:32:49,11.6,0,∞
2025-04-08 21:32:50,11.6,0,∞
2025-04-08 21:32:51,11.6,0,∞
2025-04-08 21:32:52,11.6,0,∞
2025-04-08 21:32:53,11.6,0,∞
2025-04-08 21:32:54,11.6,0,∞
2025-04-08 21:32:55,11.6,0,∞
2025-04-08 21:32:56,11.6,0,∞
2025-04-08 21:32:57,11.6,0,∞
2025-04-08 21:32:58,11.6,0,∞
2025-04-08 21:32:59,11.6,0,∞
2025-04-08 21:33:00,11.6,0,∞
2025-04-08 21:33:01,11.6,0,∞
2025-04-08 21:33:02,11.6,0,∞
2025-04-08 21:33:03,11.6,0,∞
2025-04-08 21:33:04,17.0,0,∞
2025-04-08 21:33:05,17.0,0,∞
