"Time","C {__name__=""rabbitmq_channel_messages_unacked"", instance=""rabbitmq:15692"", job=""rabbitmq""}"
2025-04-07 20:13:00,0.000
2025-04-07 20:13:01,0.000
2025-04-07 20:13:02,0.000
2025-04-07 20:13:03,0.000
2025-04-07 20:13:04,0.000
2025-04-07 20:13:05,0.000
2025-04-07 20:13:06,0.000
2025-04-07 20:13:07,0.000
2025-04-07 20:13:08,0.000
2025-04-07 20:13:09,0.000
2025-04-07 20:13:10,0.000
2025-04-07 20:13:11,0.000
2025-04-07 20:13:12,0.000
2025-04-07 20:13:13,0.000
2025-04-07 20:13:14,0.000
2025-04-07 20:13:15,0.000
2025-04-07 20:13:16,0.000
2025-04-07 20:13:17,0.000
2025-04-07 20:13:18,0.000
2025-04-07 20:13:19,0.000
2025-04-07 20:13:20,0.000
2025-04-07 20:13:21,0.000
2025-04-07 20:13:22,0.000
2025-04-07 20:13:23,0.000
2025-04-07 20:13:24,15.291
2025-04-07 20:13:25,15.291
2025-04-07 20:13:26,15.291
2025-04-07 20:13:27,15.291
2025-04-07 20:13:28,15.291
2025-04-07 20:13:29,7.508
2025-04-07 20:13:30,7.508
2025-04-07 20:13:31,7.508
2025-04-07 20:13:32,7.508
2025-04-07 20:13:33,7.508
2025-04-07 20:13:34,5.149
2025-04-07 20:13:35,5.149
2025-04-07 20:13:36,5.149
2025-04-07 20:13:37,5.149
2025-04-07 20:13:38,5.149
2025-04-07 20:13:39,3.867
2025-04-07 20:13:40,3.867
2025-04-07 20:13:41,3.867
2025-04-07 20:13:42,3.867
2025-04-07 20:13:43,3.867
2025-04-07 20:13:44,3.096
2025-04-07 20:13:45,3.096
2025-04-07 20:13:46,3.096
2025-04-07 20:13:47,3.096
2025-04-07 20:13:48,3.096
2025-04-07 20:13:49,2.675
2025-04-07 20:13:50,2.675
2025-04-07 20:13:51,2.675
2025-04-07 20:13:52,2.675
2025-04-07 20:13:53,2.675
2025-04-07 20:13:54,2.299
2025-04-07 20:13:55,2.299
2025-04-07 20:13:56,2.299
2025-04-07 20:13:57,2.299
2025-04-07 20:13:58,2.299
2025-04-07 20:13:59,2.003
2025-04-07 20:14:00,2.003
2025-04-07 20:14:01,2.003
2025-04-07 20:14:02,2.003
2025-04-07 20:14:03,2.003
2025-04-07 20:14:04,1.774
2025-04-07 20:14:05,1.774
2025-04-07 20:14:06,1.774
2025-04-07 20:14:07,1.774
2025-04-07 20:14:08,1.774
2025-04-07 20:14:09,1.584
2025-04-07 20:14:10,1.584
2025-04-07 20:14:11,1.584
2025-04-07 20:14:12,1.584
2025-04-07 20:14:13,1.584
2025-04-07 20:14:14,1.430
2025-04-07 20:14:15,1.430
2025-04-07 20:14:16,1.430
2025-04-07 20:14:17,1.430
2025-04-07 20:14:18,1.430
2025-04-07 20:14:19,1.304
2025-04-07 20:14:20,1.304
2025-04-07 20:14:21,1.304
2025-04-07 20:14:22,1.304
2025-04-07 20:14:23,1.304
2025-04-07 20:14:24,1.193
2025-04-07 20:14:25,1.193
2025-04-07 20:14:26,1.193
2025-04-07 20:14:27,1.193
2025-04-07 20:14:28,1.193
2025-04-07 20:14:29,1.104
2025-04-07 20:14:30,1.104
2025-04-07 20:14:31,1.104
2025-04-07 20:14:32,1.104
2025-04-07 20:14:33,1.104
2025-04-07 20:14:34,1.031
2025-04-07 20:14:35,1.031
2025-04-07 20:14:36,1.031
2025-04-07 20:14:37,1.031
2025-04-07 20:14:38,1.031
2025-04-07 20:14:39,0.960
2025-04-07 20:14:40,0.960
2025-04-07 20:14:41,0.960
2025-04-07 20:14:42,0.960
2025-04-07 20:14:43,0.960
2025-04-07 20:14:44,0.896
2025-04-07 20:14:45,0.896
2025-04-07 20:14:46,0.896
2025-04-07 20:14:47,0.896
2025-04-07 20:14:48,0.896
2025-04-07 20:14:49,0.842
2025-04-07 20:14:50,0.842
2025-04-07 20:14:51,0.842
2025-04-07 20:14:52,0.842
2025-04-07 20:14:53,0.842
2025-04-07 20:14:54,0.797
2025-04-07 20:14:55,0.797
2025-04-07 20:14:56,0.797
2025-04-07 20:14:57,0.797
2025-04-07 20:14:58,0.797
2025-04-07 20:14:59,0.760
2025-04-07 20:15:00,0.760
2025-04-07 20:15:01,0.760
2025-04-07 20:15:02,0.760
2025-04-07 20:15:03,0.760
2025-04-07 20:15:04,0.721
2025-04-07 20:15:05,0.721
2025-04-07 20:15:06,0.721
2025-04-07 20:15:07,0.721
2025-04-07 20:15:08,0.721
2025-04-07 20:15:09,0.687
2025-04-07 20:15:10,0.687
2025-04-07 20:15:11,0.687
2025-04-07 20:15:12,0.687
2025-04-07 20:15:13,0.687
2025-04-07 20:15:14,0.657
2025-04-07 20:15:15,0.657
2025-04-07 20:15:16,0.657
2025-04-07 20:15:17,0.657
2025-04-07 20:15:18,0.657
2025-04-07 20:15:19,0.627
2025-04-07 20:15:20,0.627
2025-04-07 20:15:21,0.627
2025-04-07 20:15:22,0.627
2025-04-07 20:15:23,0.627
2025-04-07 20:15:24,0.600
2025-04-07 20:15:25,0.600
2025-04-07 20:15:26,0.600
2025-04-07 20:15:27,0.600
2025-04-07 20:15:28,0.600
2025-04-07 20:15:29,0.578
2025-04-07 20:15:30,0.578
2025-04-07 20:15:31,0.578
2025-04-07 20:15:32,0.578
2025-04-07 20:15:33,0.578
2025-04-07 20:15:34,0.555
2025-04-07 20:15:35,0.555
2025-04-07 20:15:36,0.555
2025-04-07 20:15:37,0.555
2025-04-07 20:15:38,0.555
2025-04-07 20:15:39,0.534
2025-04-07 20:15:40,0.534
2025-04-07 20:15:41,0.534
2025-04-07 20:15:42,0.534
2025-04-07 20:15:43,0.534
2025-04-07 20:15:44,0.515
2025-04-07 20:15:45,0.515
2025-04-07 20:15:46,0.515
2025-04-07 20:15:47,0.515
2025-04-07 20:15:48,0.515
2025-04-07 20:15:49,0.498
2025-04-07 20:15:50,0.498
2025-04-07 20:15:51,0.498
2025-04-07 20:15:52,0.498
2025-04-07 20:15:53,0.498
2025-04-07 20:15:54,0.490
2025-04-07 20:15:55,0.488
2025-04-07 20:15:56,0.486
2025-04-07 20:15:57,0.485
2025-04-07 20:15:58,0.483
2025-04-07 20:15:59,0.474
2025-04-07 20:16:00,0.472
2025-04-07 20:16:01,0.471
2025-04-07 20:16:02,0.469
2025-04-07 20:16:03,0.468
2025-04-07 20:16:04,0.460
2025-04-07 20:16:05,0.458
2025-04-07 20:16:06,0.456
2025-04-07 20:16:07,0.455
2025-04-07 20:16:08,0.453
2025-04-07 20:16:09,0.447
2025-04-07 20:16:10,0.445
2025-04-07 20:16:11,0.444
2025-04-07 20:16:12,0.442
2025-04-07 20:16:13,0.441
2025-04-07 20:16:14,0.434
2025-04-07 20:16:15,0.433
2025-04-07 20:16:16,0.431
2025-04-07 20:16:17,0.430
2025-04-07 20:16:18,0.428
2025-04-07 20:16:19,0.422
2025-04-07 20:16:20,0.421
2025-04-07 20:16:21,0.419
2025-04-07 20:16:22,0.418
2025-04-07 20:16:23,0.416
2025-04-07 20:16:24,0.410
2025-04-07 20:16:25,0.409
2025-04-07 20:16:26,0.408
2025-04-07 20:16:27,0.406
2025-04-07 20:16:28,0.405
2025-04-07 20:16:29,0.399
2025-04-07 20:16:30,0.398
2025-04-07 20:16:31,0.396
2025-04-07 20:16:32,0.395
2025-04-07 20:16:33,0.394
2025-04-07 20:16:34,0.389
2025-04-07 20:16:35,0.387
2025-04-07 20:16:36,0.386
2025-04-07 20:16:37,0.385
2025-04-07 20:16:38,0.383
2025-04-07 20:16:39,0.379
2025-04-07 20:16:40,0.377
2025-04-07 20:16:41,0.376
2025-04-07 20:16:42,0.375
2025-04-07 20:16:43,0.374
2025-04-07 20:16:44,0.369
2025-04-07 20:16:45,0.368
2025-04-07 20:16:46,0.366
2025-04-07 20:16:47,0.365
2025-04-07 20:16:48,0.364
2025-04-07 20:16:49,0.360
2025-04-07 20:16:50,0.359
2025-04-07 20:16:51,0.358
2025-04-07 20:16:52,0.356
2025-04-07 20:16:53,0.355
2025-04-07 20:16:54,0.354
2025-04-07 20:16:55,0.352
2025-04-07 20:16:56,0.351
2025-04-07 20:16:57,0.350
2025-04-07 20:16:58,0.349
2025-04-07 20:16:59,0.346
2025-04-07 20:17:00,0.345
2025-04-07 20:17:01,0.344
2025-04-07 20:17:02,0.342
2025-04-07 20:17:03,0.341
2025-04-07 20:17:04,0.340
2025-04-07 20:17:05,0.339
2025-04-07 20:17:06,0.338
2025-04-07 20:17:07,0.337
2025-04-07 20:17:08,0.335
2025-04-07 20:17:09,0.333
2025-04-07 20:17:10,0.332
2025-04-07 20:17:11,0.331
2025-04-07 20:17:12,0.330
2025-04-07 20:17:13,0.329
2025-04-07 20:17:14,0.000
2025-04-07 20:17:15,0.000
2025-04-07 20:17:16,0.000
2025-04-07 20:17:17,0.000
2025-04-07 20:17:18,0.000
2025-04-07 20:17:19,0.000
2025-04-07 20:17:20,0.000
2025-04-07 20:17:21,0.000
2025-04-07 20:17:22,0.000
2025-04-07 20:17:23,0.000
2025-04-07 20:17:24,0.000
2025-04-07 20:17:25,0.000
2025-04-07 20:17:26,0.000
2025-04-07 20:17:27,0.000
2025-04-07 20:17:28,0.000
2025-04-07 20:17:29,0.000
2025-04-07 20:17:30,0.000
2025-04-07 20:17:31,0.000
2025-04-07 20:17:32,0.000
2025-04-07 20:17:33,0.000
2025-04-07 20:17:34,0.000
2025-04-07 20:17:35,0.000
2025-04-07 20:17:36,0.000
2025-04-07 20:17:37,0.000
2025-04-07 20:17:38,0.000
2025-04-07 20:17:39,0.000
2025-04-07 20:17:40,0.000
2025-04-07 20:17:41,0.000
2025-04-07 20:17:42,0.000
2025-04-07 20:17:43,0.000
2025-04-07 20:17:44,0.000
2025-04-07 20:17:45,0.000
2025-04-07 20:17:46,0.000
2025-04-07 20:17:47,0.000
2025-04-07 20:17:48,0.000
2025-04-07 20:17:49,0.000
2025-04-07 20:17:50,0.000
2025-04-07 20:17:51,0.000
2025-04-07 20:17:52,0.000
2025-04-07 20:17:53,0.000
2025-04-07 20:17:54,0.000
2025-04-07 20:17:55,0.000
2025-04-07 20:17:56,0.000
2025-04-07 20:17:57,0.000
2025-04-07 20:17:58,0.000
2025-04-07 20:17:59,0.000
2025-04-07 20:18:00,0.000
