"Time","{instance=""rabbitmq:15692"", job=""rabbitmq""}","{instance=""rabbitmq:15692"", job=""rabbitmq""}","B {instance=""rabbitmq:15692"", job=""rabbitmq""}"
2025-04-07 20:01:30,0,0,NaN
2025-04-07 20:01:31,0,0,NaN
2025-04-07 20:01:32,0,0,NaN
2025-04-07 20:01:33,0,0,NaN
2025-04-07 20:01:34,0,0,NaN
2025-04-07 20:01:35,0,0,NaN
2025-04-07 20:01:36,0,0,NaN
2025-04-07 20:01:37,0,0,NaN
2025-04-07 20:01:38,0,0,NaN
2025-04-07 20:01:39,0,0,NaN
2025-04-07 20:01:40,0,0,NaN
2025-04-07 20:01:41,0,0,NaN
2025-04-07 20:01:42,0,0,NaN
2025-04-07 20:01:43,0,0,NaN
2025-04-07 20:01:44,0,0,NaN
2025-04-07 20:01:45,0,0,NaN
2025-04-07 20:01:46,0,0,NaN
2025-04-07 20:01:47,0,0,NaN
2025-04-07 20:01:48,0,0,NaN
2025-04-07 20:01:49,0,0,NaN
2025-04-07 20:01:50,0,0,NaN
2025-04-07 20:01:51,0,0,NaN
2025-04-07 20:01:52,0,0,NaN
2025-04-07 20:01:53,0,0,NaN
2025-04-07 20:01:54,0.0338,0,∞
2025-04-07 20:01:55,0.0344,0,∞
2025-04-07 20:01:56,0.0350,0,∞
2025-04-07 20:01:57,0.0356,0,∞
2025-04-07 20:01:58,0.0362,0,∞
2025-04-07 20:01:59,0.0675,0,∞
2025-04-07 20:02:00,0.0687,0,∞
2025-04-07 20:02:01,0.0700,0,∞
2025-04-07 20:02:02,0.0712,0,∞
2025-04-07 20:02:03,0.0724,0,∞
2025-04-07 20:02:04,0.304,0,∞
2025-04-07 20:02:05,0.309,0,∞
2025-04-07 20:02:06,0.315,0,∞
2025-04-07 20:02:07,0.320,0,∞
2025-04-07 20:02:08,0.326,0,∞
2025-04-07 20:02:09,0.844,0,∞
2025-04-07 20:02:10,0.859,0,∞
2025-04-07 20:02:11,0.874,0,∞
2025-04-07 20:02:12,0.890,0,∞
2025-04-07 20:02:13,0.905,0,∞
2025-04-07 20:02:14,1.65,0,∞
2025-04-07 20:02:15,1.68,0,∞
2025-04-07 20:02:16,1.71,0,∞
2025-04-07 20:02:17,1.74,0,∞
2025-04-07 20:02:18,1.77,0,∞
2025-04-07 20:02:19,2.62,0,∞
2025-04-07 20:02:20,2.66,0,∞
2025-04-07 20:02:21,2.71,0,∞
2025-04-07 20:02:22,2.76,0,∞
2025-04-07 20:02:23,2.80,0,∞
2025-04-07 20:02:24,3.90,0,∞
2025-04-07 20:02:25,3.97,0,∞
2025-04-07 20:02:26,4.04,0,∞
2025-04-07 20:02:27,4.11,0,∞
