"Time","rabbit@rabbitmq-77d46f474f-ng7cg"
2025-04-06 23:47:55,4.4364 GiB
2025-04-06 23:47:56,4.4364 GiB
2025-04-06 23:47:57,4.4364 GiB
2025-04-06 23:47:58,4.4364 GiB
2025-04-06 23:47:59,4.4324 GiB
2025-04-06 23:48:00,4.4324 GiB
2025-04-06 23:48:01,4.4324 GiB
2025-04-06 23:48:02,4.4324 GiB
2025-04-06 23:48:03,4.4324 GiB
2025-04-06 23:48:04,4.4308 GiB
2025-04-06 23:48:05,4.4308 GiB
2025-04-06 23:48:06,4.4308 GiB
2025-04-06 23:48:07,4.4308 GiB
2025-04-06 23:48:08,4.4308 GiB
2025-04-06 23:48:09,4.4308 GiB
2025-04-06 23:48:10,4.4308 GiB
2025-04-06 23:48:11,4.4308 GiB
2025-04-06 23:48:12,4.4308 GiB
2025-04-06 23:48:13,4.4308 GiB
2025-04-06 23:48:14,4.4242 GiB
2025-04-06 23:48:15,4.4242 GiB
2025-04-06 23:48:16,4.4242 GiB
2025-04-06 23:48:17,4.4242 GiB
2025-04-06 23:48:18,4.4242 GiB
2025-04-06 23:48:19,4.4235 GiB
2025-04-06 23:48:20,4.4235 GiB
2025-04-06 23:48:21,4.4235 GiB
2025-04-06 23:48:22,4.4235 GiB
2025-04-06 23:48:23,4.4235 GiB
2025-04-06 23:48:24,4.4221 GiB
2025-04-06 23:48:25,4.4221 GiB
2025-04-06 23:48:26,4.4221 GiB
2025-04-06 23:48:27,4.4221 GiB
2025-04-06 23:48:28,4.4221 GiB
2025-04-06 23:48:29,4.4218 GiB
2025-04-06 23:48:30,4.4218 GiB
2025-04-06 23:48:31,4.4218 GiB
2025-04-06 23:48:32,4.4218 GiB
2025-04-06 23:48:33,4.4218 GiB
2025-04-06 23:48:34,4.4310 GiB
2025-04-06 23:48:35,4.4310 GiB
2025-04-06 23:48:36,4.4310 GiB
2025-04-06 23:48:37,4.4310 GiB
2025-04-06 23:48:38,4.4310 GiB
2025-04-06 23:48:39,4.4151 GiB
2025-04-06 23:48:40,4.4151 GiB
2025-04-06 23:48:41,4.4151 GiB
2025-04-06 23:48:42,4.4151 GiB
2025-04-06 23:48:43,4.4151 GiB
2025-04-06 23:48:44,4.4324 GiB
2025-04-06 23:48:45,4.4324 GiB
2025-04-06 23:48:46,4.4324 GiB
2025-04-06 23:48:47,4.4324 GiB
2025-04-06 23:48:48,4.4324 GiB
2025-04-06 23:48:49,4.4333 GiB
2025-04-06 23:48:50,4.4333 GiB
2025-04-06 23:48:51,4.4333 GiB
2025-04-06 23:48:52,4.4333 GiB
2025-04-06 23:48:53,4.4333 GiB
2025-04-06 23:48:54,4.4350 GiB
2025-04-06 23:48:55,4.4350 GiB
2025-04-06 23:48:56,4.4350 GiB
2025-04-06 23:48:57,4.4350 GiB
2025-04-06 23:48:58,4.4350 GiB
2025-04-06 23:48:59,4.4356 GiB
2025-04-06 23:49:00,4.4356 GiB
2025-04-06 23:49:01,4.4356 GiB
2025-04-06 23:49:02,4.4356 GiB
2025-04-06 23:49:03,4.4356 GiB
2025-04-06 23:49:04,4.4375 GiB
2025-04-06 23:49:05,4.4375 GiB
2025-04-06 23:49:06,4.4375 GiB
2025-04-06 23:49:07,4.4375 GiB
2025-04-06 23:49:08,4.4375 GiB
2025-04-06 23:49:09,4.4369 GiB
2025-04-06 23:49:10,4.4369 GiB
2025-04-06 23:49:11,4.4369 GiB
2025-04-06 23:49:12,4.4369 GiB
2025-04-06 23:49:13,4.4369 GiB
2025-04-06 23:49:14,4.4381 GiB
2025-04-06 23:49:15,4.4381 GiB
2025-04-06 23:49:16,4.4381 GiB
2025-04-06 23:49:17,4.4381 GiB
2025-04-06 23:49:18,4.4381 GiB
2025-04-06 23:49:19,4.4381 GiB
2025-04-06 23:49:20,4.4381 GiB
2025-04-06 23:49:21,4.4381 GiB
2025-04-06 23:49:22,4.4381 GiB
2025-04-06 23:49:23,4.4381 GiB
2025-04-06 23:49:24,4.4395 GiB
2025-04-06 23:49:25,4.4395 GiB
2025-04-06 23:49:26,4.4395 GiB
2025-04-06 23:49:27,4.4395 GiB
2025-04-06 23:49:28,4.4395 GiB
2025-04-06 23:49:29,4.4386 GiB
2025-04-06 23:49:30,4.4386 GiB
2025-04-06 23:49:31,4.4386 GiB
2025-04-06 23:49:32,4.4386 GiB
2025-04-06 23:49:33,4.4386 GiB
2025-04-06 23:49:34,4.4397 GiB
2025-04-06 23:49:35,4.4397 GiB
2025-04-06 23:49:36,4.4397 GiB
2025-04-06 23:49:37,4.4397 GiB
2025-04-06 23:49:38,4.4397 GiB
2025-04-06 23:49:39,4.4271 GiB
2025-04-06 23:49:40,4.4271 GiB
2025-04-06 23:49:41,4.4271 GiB
2025-04-06 23:49:42,4.4271 GiB
2025-04-06 23:49:43,4.4271 GiB
2025-04-06 23:49:44,4.4281 GiB
2025-04-06 23:49:45,4.4281 GiB
2025-04-06 23:49:46,4.4281 GiB
2025-04-06 23:49:47,4.4281 GiB
2025-04-06 23:49:48,4.4281 GiB
2025-04-06 23:49:49,4.4324 GiB
2025-04-06 23:49:50,4.4324 GiB
2025-04-06 23:49:51,4.4324 GiB
2025-04-06 23:49:52,4.4324 GiB
2025-04-06 23:49:53,4.4324 GiB
2025-04-06 23:49:54,4.4391 GiB
2025-04-06 23:49:55,4.4391 GiB
2025-04-06 23:49:56,4.4391 GiB
2025-04-06 23:49:57,4.4391 GiB
2025-04-06 23:49:58,4.4391 GiB
2025-04-06 23:49:59,4.4401 GiB
2025-04-06 23:50:00,4.4401 GiB
2025-04-06 23:50:01,4.4401 GiB
2025-04-06 23:50:02,4.4401 GiB
2025-04-06 23:50:03,4.4401 GiB
2025-04-06 23:50:04,4.4383 GiB
2025-04-06 23:50:05,4.4383 GiB
2025-04-06 23:50:06,4.4383 GiB
2025-04-06 23:50:07,4.4383 GiB
2025-04-06 23:50:08,4.4383 GiB
2025-04-06 23:50:09,4.4399 GiB
2025-04-06 23:50:10,4.4399 GiB
2025-04-06 23:50:11,4.4399 GiB
2025-04-06 23:50:12,4.4399 GiB
2025-04-06 23:50:13,4.4399 GiB
2025-04-06 23:50:14,4.4400 GiB
2025-04-06 23:50:15,4.4400 GiB
2025-04-06 23:50:16,4.4400 GiB
2025-04-06 23:50:17,4.4400 GiB
2025-04-06 23:50:18,4.4400 GiB
2025-04-06 23:50:19,4.4422 GiB
2025-04-06 23:50:20,4.4422 GiB
2025-04-06 23:50:21,4.4422 GiB
2025-04-06 23:50:22,4.4422 GiB
2025-04-06 23:50:23,4.4422 GiB
2025-04-06 23:50:24,4.4422 GiB
2025-04-06 23:50:25,4.4422 GiB
2025-04-06 23:50:26,4.4422 GiB
2025-04-06 23:50:27,4.4422 GiB
2025-04-06 23:50:28,4.4422 GiB
2025-04-06 23:50:29,4.4423 GiB
2025-04-06 23:50:30,4.4423 GiB
2025-04-06 23:50:31,4.4423 GiB
2025-04-06 23:50:32,4.4423 GiB
2025-04-06 23:50:33,4.4423 GiB
2025-04-06 23:50:34,4.4422 GiB
2025-04-06 23:50:35,4.4422 GiB
2025-04-06 23:50:36,4.4422 GiB
2025-04-06 23:50:37,4.4422 GiB
2025-04-06 23:50:38,4.4422 GiB
2025-04-06 23:50:39,4.4412 GiB
2025-04-06 23:50:40,4.4412 GiB
2025-04-06 23:50:41,4.4412 GiB
2025-04-06 23:50:42,4.4412 GiB
2025-04-06 23:50:43,4.4412 GiB
2025-04-06 23:50:44,4.4414 GiB
2025-04-06 23:50:45,4.4414 GiB
2025-04-06 23:50:46,4.4414 GiB
2025-04-06 23:50:47,4.4414 GiB
2025-04-06 23:50:48,4.4414 GiB
2025-04-06 23:50:49,4.4399 GiB
2025-04-06 23:50:50,4.4399 GiB
2025-04-06 23:50:51,4.4399 GiB
2025-04-06 23:50:52,4.4399 GiB
2025-04-06 23:50:53,4.4399 GiB
2025-04-06 23:50:54,4.4420 GiB
2025-04-06 23:50:55,4.4420 GiB
2025-04-06 23:50:56,4.4420 GiB
2025-04-06 23:50:57,4.4420 GiB
2025-04-06 23:50:58,4.4420 GiB
2025-04-06 23:50:59,4.4428 GiB
2025-04-06 23:51:00,4.4428 GiB
2025-04-06 23:51:01,4.4428 GiB
2025-04-06 23:51:02,4.4428 GiB
2025-04-06 23:51:03,4.4428 GiB
2025-04-06 23:51:04,4.4431 GiB
2025-04-06 23:51:05,4.4431 GiB
2025-04-06 23:51:06,4.4431 GiB
2025-04-06 23:51:07,4.4431 GiB
2025-04-06 23:51:08,4.4431 GiB
2025-04-06 23:51:09,4.4417 GiB
2025-04-06 23:51:10,4.4417 GiB
2025-04-06 23:51:11,4.4417 GiB
2025-04-06 23:51:12,4.4417 GiB
2025-04-06 23:51:13,4.4417 GiB
2025-04-06 23:51:14,4.4407 GiB
2025-04-06 23:51:15,4.4407 GiB
2025-04-06 23:51:16,4.4407 GiB
2025-04-06 23:51:17,4.4407 GiB
2025-04-06 23:51:18,4.4407 GiB
2025-04-06 23:51:19,4.4414 GiB
2025-04-06 23:51:20,4.4414 GiB
2025-04-06 23:51:21,4.4414 GiB
2025-04-06 23:51:22,4.4414 GiB
2025-04-06 23:51:23,4.4414 GiB
2025-04-06 23:51:24,4.4435 GiB
2025-04-06 23:51:25,4.4435 GiB
2025-04-06 23:51:26,4.4435 GiB
2025-04-06 23:51:27,4.4435 GiB
2025-04-06 23:51:28,4.4435 GiB
2025-04-06 23:51:29,4.4435 GiB
2025-04-06 23:51:30,4.4435 GiB
2025-04-06 23:51:31,4.4435 GiB
2025-04-06 23:51:32,4.4435 GiB
2025-04-06 23:51:33,4.4435 GiB
2025-04-06 23:51:34,4.4433 GiB
2025-04-06 23:51:35,4.4433 GiB
2025-04-06 23:51:36,4.4433 GiB
2025-04-06 23:51:37,4.4433 GiB
2025-04-06 23:51:38,4.4433 GiB
2025-04-06 23:51:39,4.4432 GiB
2025-04-06 23:51:40,4.4432 GiB
2025-04-06 23:51:41,4.4432 GiB
2025-04-06 23:51:42,4.4432 GiB
2025-04-06 23:51:43,4.4432 GiB
2025-04-06 23:51:44,4.4432 GiB
2025-04-06 23:51:45,4.4432 GiB
2025-04-06 23:51:46,4.4432 GiB
2025-04-06 23:51:47,4.4432 GiB
2025-04-06 23:51:48,4.4432 GiB
2025-04-06 23:51:49,4.4435 GiB
2025-04-06 23:51:50,4.4435 GiB
2025-04-06 23:51:51,4.4435 GiB
2025-04-06 23:51:52,4.4435 GiB
2025-04-06 23:51:53,4.4435 GiB
2025-04-06 23:51:54,4.4427 GiB
2025-04-06 23:51:55,4.4427 GiB
2025-04-06 23:51:56,4.4427 GiB
2025-04-06 23:51:57,4.4427 GiB
2025-04-06 23:51:58,4.4427 GiB
2025-04-06 23:51:59,4.4409 GiB
2025-04-06 23:52:00,4.4409 GiB
