"Time","{instance=""54.146.199.131:15692"", job=""amazonmq-rabbitmq""}","{instance=""54.146.199.131:15692"", job=""amazonmq-rabbitmq""}","C {instance=""54.146.199.131:15692"", job=""amazonmq-rabbitmq""}"
2025-04-08 21:15:53,1.344,1.309,1.026
2025-04-08 21:15:54,1.344,1.309,1.026
2025-04-08 21:15:55,1.344,1.309,1.026
2025-04-08 21:15:56,1.344,1.309,1.026
2025-04-08 21:15:57,1.344,1.309,1.026
2025-04-08 21:15:58,1.344,1.309,1.026
2025-04-08 21:15:59,1.344,1.309,1.026
2025-04-08 21:16:00,1.344,1.309,1.026
2025-04-08 21:16:01,1.344,1.309,1.026
2025-04-08 21:16:02,1.344,1.309,1.026
2025-04-08 21:16:03,1.344,1.309,1.026
2025-04-08 21:16:04,1.344,1.344,0.999
2025-04-08 21:16:05,1.344,1.344,0.999
2025-04-08 21:16:06,1.344,1.344,0.999
2025-04-08 21:16:07,1.344,1.344,0.999
2025-04-08 21:16:08,1.344,1.344,0.999
2025-04-08 21:16:09,1.344,1.344,0.999
2025-04-08 21:16:10,1.344,1.344,0.999
2025-04-08 21:16:11,1.344,1.344,0.999
2025-04-08 21:16:12,1.344,1.344,0.999
2025-04-08 21:16:13,1.344,1.344,0.999
2025-04-08 21:16:14,1.344,1.344,0.999
2025-04-08 21:16:15,1.344,1.344,0.999
2025-04-08 21:16:16,1.344,1.344,0.999
2025-04-08 21:16:17,1.344,1.344,0.999
2025-04-08 21:16:18,1.344,1.344,0.999
2025-04-08 21:16:19,1.344,1.344,0.999
2025-04-08 21:16:20,1.344,1.344,0.999
2025-04-08 21:16:21,1.344,1.344,0.999
2025-04-08 21:16:22,1.344,1.344,0.999
2025-04-08 21:16:23,1.344,1.344,0.999
2025-04-08 21:16:24,1.344,1.344,0.999
2025-04-08 21:16:25,1.344,1.344,0.999
2025-04-08 21:16:26,1.344,1.344,0.999
2025-04-08 21:16:27,1.344,1.344,0.999
2025-04-08 21:16:28,1.344,1.344,0.999
2025-04-08 21:16:29,1.344,1.344,0.999
2025-04-08 21:16:30,1.344,1.344,0.999
2025-04-08 21:16:31,1.344,1.344,0.999
2025-04-08 21:16:32,1.344,1.344,0.999
2025-04-08 21:16:33,1.344,1.344,0.999
2025-04-08 21:16:34,1.344,1.344,0.999
2025-04-08 21:16:35,1.344,1.344,0.999
2025-04-08 21:16:36,1.344,1.344,0.999
2025-04-08 21:16:37,1.344,1.344,0.999
2025-04-08 21:16:38,1.344,1.344,0.999
2025-04-08 21:16:39,1.344,1.344,0.999
2025-04-08 21:16:40,1.344,1.344,0.999
2025-04-08 21:16:41,1.344,1.344,0.999
2025-04-08 21:16:42,1.344,1.344,0.999
2025-04-08 21:16:43,1.344,1.344,0.999
2025-04-08 21:16:44,1.344,1.344,0.999
2025-04-08 21:16:45,1.344,1.344,0.999
2025-04-08 21:16:46,1.344,1.344,0.999
2025-04-08 21:16:47,1.344,1.344,0.999
2025-04-08 21:16:48,1.344,1.344,0.999
2025-04-08 21:16:49,1.344,1.344,0.999
2025-04-08 21:16:50,1.344,1.344,0.999
2025-04-08 21:16:51,1.344,1.344,0.999
2025-04-08 21:16:52,1.344,1.344,0.999
2025-04-08 21:16:53,1.344,1.344,0.999
2025-04-08 21:16:54,1.344,1.344,0.999
2025-04-08 21:16:55,1.344,1.344,0.999
2025-04-08 21:16:56,1.344,1.344,0.999
2025-04-08 21:16:57,1.344,1.344,0.999
2025-04-08 21:16:58,1.344,1.344,0.999
2025-04-08 21:16:59,1.344,1.344,0.999
2025-04-08 21:17:00,1.344,1.344,0.999
2025-04-08 21:17:01,1.344,1.344,0.999
2025-04-08 21:17:02,1.344,1.344,0.999
2025-04-08 21:17:03,1.344,1.344,0.999
2025-04-08 21:17:04,1.344,1.344,0.999
2025-04-08 21:17:05,1.344,1.344,0.999
2025-04-08 21:17:06,1.344,1.344,0.999
2025-04-08 21:17:07,1.344,1.344,0.999
2025-04-08 21:17:08,1.344,1.344,0.999
2025-04-08 21:17:09,1.344,1.344,0.999
2025-04-08 21:17:10,1.344,1.344,0.999
2025-04-08 21:17:11,1.344,1.344,0.999
2025-04-08 21:17:12,1.344,1.344,0.999
2025-04-08 21:17:13,1.344,1.344,0.999
2025-04-08 21:17:14,1.344,1.344,0.999
2025-04-08 21:17:15,1.344,1.344,0.999
2025-04-08 21:17:16,1.344,1.344,0.999
2025-04-08 21:17:17,1.344,1.344,0.999
2025-04-08 21:17:18,1.344,1.344,0.999
2025-04-08 21:17:19,1.344,1.344,0.999
2025-04-08 21:17:20,1.344,1.344,0.999
2025-04-08 21:17:21,1.344,1.344,0.999
2025-04-08 21:17:22,1.344,1.344,0.999
2025-04-08 21:17:23,1.344,1.344,0.999
2025-04-08 21:17:24,1.344,1.344,0.999
2025-04-08 21:17:25,1.344,1.344,0.999
2025-04-08 21:17:26,1.344,1.344,0.999
2025-04-08 21:17:27,1.344,1.344,0.999
2025-04-08 21:17:28,1.344,1.344,0.999
2025-04-08 21:17:29,1.344,1.344,0.999
2025-04-08 21:17:30,1.344,1.344,0.999
2025-04-08 21:17:31,1.344,1.344,0.999
2025-04-08 21:17:32,1.344,1.344,0.999
2025-04-08 21:17:33,1.344,1.344,0.999
2025-04-08 21:17:34,1.344,1.344,0.999
2025-04-08 21:17:35,1.344,1.344,0.999
2025-04-08 21:17:36,1.344,1.344,0.999
2025-04-08 21:17:37,1.344,1.344,0.999
2025-04-08 21:17:38,1.344,1.344,0.999
2025-04-08 21:17:39,1.344,1.344,0.999
2025-04-08 21:17:40,1.344,1.344,0.999
2025-04-08 21:17:41,1.344,1.344,0.999
2025-04-08 21:17:42,1.344,1.344,0.999
2025-04-08 21:17:43,1.344,1.344,0.999
2025-04-08 21:17:44,1.344,1.344,0.999
2025-04-08 21:17:45,1.344,1.344,0.999
2025-04-08 21:17:46,1.344,1.344,0.999
2025-04-08 21:17:47,1.344,1.344,0.999
2025-04-08 21:17:48,1.344,1.344,0.999
2025-04-08 21:17:49,1.344,1.344,0.999
2025-04-08 21:17:50,1.344,1.344,0.999
2025-04-08 21:17:51,1.344,1.344,0.999
2025-04-08 21:17:52,1.344,1.344,0.999
2025-04-08 21:17:53,1.344,1.344,0.999
2025-04-08 21:17:54,1.344,1.344,0.999
2025-04-08 21:17:55,1.344,1.344,0.999
2025-04-08 21:17:56,1.344,1.344,0.999
2025-04-08 21:17:57,1.344,1.344,0.999
2025-04-08 21:17:58,1.344,1.344,0.999
2025-04-08 21:17:59,1.344,1.344,0.999
2025-04-08 21:18:00,1.344,1.344,0.999
